1	Q0	4817	1	18.186634	tag
1	Q0	8582	2	15.307102	tag
1	Q0	2487	3	12.768447	tag
1	Q0	4572	4	11.868953	tag
1	Q0	7465	5	11.149589	tag
1	Q0	2153	6	11.107604	tag
1	Q0	6579	7	10.89623	tag
1	Q0	444	8	10.865153	tag
1	Q0	7133	9	10.326022	tag
1	Q0	6135	10	10.050241	tag
1	Q0	5119	11	9.967597	tag
1	Q0	10812	12	9.815017	tag
1	Q0	4645	13	9.766624	tag
1	Q0	3682	14	9.567077	tag
1	Q0	920	15	9.545751	tag
1	Q0	4767	16	9.443945	tag
1	Q0	2224	17	9.42229	tag
1	Q0	8258	18	9.334477	tag
1	Q0	6824	19	9.280276	tag
1	Q0	3786	20	9.185472	tag
1	Q0	114	21	9.18434	tag
1	Q0	369	22	9.123924	tag
1	Q0	4778	23	9.101206	tag
1	Q0	2285	24	9.088036	tag
1	Q0	3304	25	8.974279	tag
1	Q0	6731	26	8.914543	tag
1	Q0	2137	27	8.849541	tag
1	Q0	3621	28	8.792189	tag
1	Q0	3837	29	8.780933	tag
1	Q0	8148	30	8.77264	tag
1	Q0	115	31	8.692046	tag
1	Q0	8883	32	8.662324	tag
1	Q0	1342	33	8.651371	tag
1	Q0	3260	34	8.651371	tag
1	Q0	9497	35	8.6326885	tag
1	Q0	3566	36	8.594747	tag
1	Q0	3218	37	8.561932	tag
1	Q0	8172	38	8.528458	tag
1	Q0	11212	39	8.520794	tag
1	Q0	3341	40	8.514994	tag
1	Q0	1847	41	8.504432	tag
1	Q0	2572	42	8.497434	tag
1	Q0	3203	43	8.497434	tag
1	Q0	3693	44	8.477968	tag
1	Q0	5957	45	8.441204	tag
1	Q0	8006	46	8.409242	tag
1	Q0	9284	47	8.393416	tag
1	Q0	4444	48	8.389417	tag
1	Q0	2547	49	8.38285	tag
1	Q0	11328	50	8.34625	tag
1	Q0	9420	51	8.265946	tag
1	Q0	7230	52	8.264259	tag
1	Q0	2571	53	8.254745	tag
1	Q0	8261	54	8.24572	tag
1	Q0	4147	55	8.1882105	tag
1	Q0	2079	56	8.171536	tag
1	Q0	6543	57	8.161438	tag
1	Q0	2355	58	8.142219	tag
1	Q0	2195	59	8.13716	tag
1	Q0	4463	60	8.117865	tag
1	Q0	8867	61	8.029032	tag
1	Q0	9647	62	8.0171585	tag
1	Q0	1452	63	8.009932	tag
1	Q0	2215	64	8.009932	tag
1	Q0	3082	65	8.00371	tag
1	Q0	2359	66	7.9797435	tag
1	Q0	2456	67	7.9797435	tag
1	Q0	152	68	7.9733553	tag
1	Q0	1976	69	7.969635	tag
1	Q0	9813	70	7.9695373	tag
1	Q0	8975	71	7.9686074	tag
1	Q0	1415	72	7.9353395	tag
1	Q0	5381	73	7.9259744	tag
1	Q0	9957	74	7.9174104	tag
1	Q0	10164	75	7.9174104	tag
1	Q0	1079	76	7.9098306	tag
1	Q0	2261	77	7.8564553	tag
1	Q0	4430	78	7.8544116	tag
1	Q0	4515	79	7.8530054	tag
1	Q0	8450	80	7.809598	tag
1	Q0	611	81	7.779221	tag
1	Q0	10407	82	7.779221	tag
1	Q0	10774	83	7.779221	tag
1	Q0	11015	84	7.7644014	tag
1	Q0	1756	85	7.7448225	tag
1	Q0	1323	86	7.7365756	tag
1	Q0	1068	87	7.7269287	tag
1	Q0	2374	88	7.7269287	tag
1	Q0	10755	89	7.7269287	tag
1	Q0	1386	90	7.710199	tag
1	Q0	6536	91	7.7099075	tag
1	Q0	6100	92	7.685317	tag
1	Q0	191	93	7.6770096	tag
1	Q0	178	94	7.6687794	tag
1	Q0	1500	95	7.6687794	tag
1	Q0	76	96	7.663895	tag
1	Q0	9560	97	7.663895	tag
1	Q0	9731	98	7.6612525	tag
1	Q0	3176	99	7.6391873	tag
1	Q0	1317	100	7.630905	tag
1	Q0	5768	101	7.630905	tag
1	Q0	8228	102	7.610922	tag
1	Q0	1554	103	7.605025	tag
1	Q0	7722	104	7.6039844	tag
1	Q0	8829	105	7.603305	tag
1	Q0	2621	106	7.6025496	tag
1	Q0	1666	107	7.5963306	tag
1	Q0	4922	108	7.5895424	tag
1	Q0	9564	109	7.57164	tag
1	Q0	4099	110	7.559012	tag
1	Q0	4715	111	7.541856	tag
1	Q0	2553	112	7.5372953	tag
1	Q0	1283	113	7.536315	tag
1	Q0	9873	114	7.536315	tag
1	Q0	10744	115	7.510662	tag
1	Q0	5493	116	7.505138	tag
1	Q0	7709	117	7.504336	tag
1	Q0	6846	118	7.503088	tag
1	Q0	1722	119	7.493575	tag
1	Q0	4061	120	7.4638343	tag
1	Q0	2096	121	7.4620104	tag
1	Q0	6774	122	7.459074	tag
1	Q0	3549	123	7.4570436	tag
1	Q0	5842	124	7.4570436	tag
1	Q0	10809	125	7.4570436	tag
1	Q0	11126	126	7.4485617	tag
1	Q0	6621	127	7.446007	tag
1	Q0	2307	128	7.4453945	tag
1	Q0	8246	129	7.4309897	tag
1	Q0	5145	130	7.418686	tag
1	Q0	10944	131	7.4061956	tag
1	Q0	1358	132	7.39256	tag
1	Q0	9794	133	7.382557	tag
1	Q0	10616	134	7.376387	tag
1	Q0	3961	135	7.3678093	tag
1	Q0	223	136	7.3605556	tag
1	Q0	599	137	7.3605556	tag
1	Q0	11196	138	7.3554997	tag
1	Q0	2287	139	7.3469853	tag
1	Q0	4011	140	7.346619	tag
1	Q0	3932	141	7.343372	tag
1	Q0	1879	142	7.342056	tag
1	Q0	9466	143	7.308598	tag
1	Q0	5151	144	7.2959356	tag
1	Q0	11152	145	7.2854867	tag
1	Q0	5554	146	7.2807636	tag
1	Q0	5281	147	7.267627	tag
1	Q0	3319	148	7.264897	tag
1	Q0	8017	149	7.264897	tag
1	Q0	10339	150	7.252801	tag
1	Q0	4259	151	7.248073	tag
1	Q0	4513	152	7.244274	tag
1	Q0	4604	153	7.233501	tag
1	Q0	5082	154	7.2173295	tag
1	Q0	8974	155	7.194298	tag
1	Q0	6424	156	7.1852255	tag
1	Q0	3877	157	7.185207	tag
1	Q0	9200	158	7.1846576	tag
1	Q0	8319	159	7.182809	tag
1	Q0	213	160	7.180631	tag
1	Q0	9602	161	7.165818	tag
1	Q0	4264	162	7.1654634	tag
1	Q0	772	163	7.16049	tag
1	Q0	9694	164	7.16049	tag
1	Q0	10509	165	7.16049	tag
1	Q0	7553	166	7.152063	tag
1	Q0	3426	167	7.140752	tag
1	Q0	8620	168	7.114009	tag
1	Q0	11055	169	7.102398	tag
1	Q0	8168	170	7.086073	tag
1	Q0	3442	171	7.081104	tag
1	Q0	9168	172	7.066812	tag
1	Q0	10044	173	7.0572133	tag
1	Q0	549	174	7.056232	tag
1	Q0	6571	175	7.048024	tag
1	Q0	4809	176	7.04399	tag
1	Q0	1094	177	7.037081	tag
1	Q0	1156	178	7.0227733	tag
1	Q0	6736	179	7.021573	tag
1	Q0	6292	180	7.013062	tag
1	Q0	8859	181	7.0031857	tag
1	Q0	7432	182	7.002181	tag
1	Q0	3083	183	6.9764166	tag
1	Q0	8213	184	6.962034	tag
1	Q0	4477	185	6.9578557	tag
1	Q0	9205	186	6.9569926	tag
1	Q0	5748	187	6.9546814	tag
1	Q0	8634	188	6.954427	tag
1	Q0	9316	189	6.9455733	tag
